Facility Id,Facility Name,Industry
1013751,Basin 375 - BCE-Mach LLC,W-ONSH
1008577,Basin 395 North Dakota - OSP,W-ONSH
1008642,Basin 430 Production,W-ONSH
1008270,Basin 540 Denver Julesburg - Noble Energy Inc.,W-ONSH
1008329,Basin 580 San Juan - Noble Energy Inc.,W-ONSH
1008328,Basin 595 Piceance - Noble Energy Inc.,W-ONSH
1008087,Bayswater Exploration & Production Denver Basin (540) Operations,W-ONSH
1013986,"Bayswater Operating, LLC (430) Permian Basin",W-ONSH
1010289,Baytex Energy USA LTD,W-ONSH
1013677,Bedrock 415 Strawn Basin,W-ONSH
1013657,Bedrock 420 Fort Worth Syncline,W-ONSH
1007101,Beluga River Unit,W-ONSH
1014360,Benchmark Energy Basin 360,W-ONSH
1008442,Berry Petroleum Company - East Texas Basin 260,W-ONSH
1008164,Berry Petroleum Company - Los Angeles Basin 760,W-ONSH
1008166,Berry Petroleum Company - Permian Basin 430,W-ONSH
1008163,Berry Petroleum Company - San Joaquin Basin 745,W-ONSH
1008167,Berry Petroleum Company - Uinta Basin 575,W-ONSH
1008165,Berry Petroleum Company 585 Piceance Basin Production Segment,W-ONSH
1009356,Bill Barrett Corporation - Piceance Basin (595),W-ONSH
1009358,Bill Barrett Corporation - Powder River Basin (515),W-ONSH
1009360,Bill Barrett Corporation - Wind River Basin (530),W-ONSH
1013407,Birch Resources,W-ONSH
1014858,Bison IV - DJ Basin,W-ONSH
1012052,Black Hills Exploration and Production (Colorado Piceance Basin Facilties),W-ONSH
1010224,"Black Hills Exploration and Production (New Mexico, San Juan Basin Field Facilities)",W-ONSH
1014624,Black Swan Oil & Gas - Basin 430,W-ONSH
1009859,Blackbeard Operating - 220 - Gulf Coast Basin,W-ONSH
1013601,Blackbeard Operating - 345 - Arkoma Basin,W-ONSH
1009860,Blackbeard Operating - 400 - Ouachita Folded Belt,W-ONSH
1012728,Blackbeard Operating - 415 - Strawn,W-ONSH
1012044,"Blackbeard Operating East, LLC - Basin 230",W-ONSH
1012449,"Blackbeard Operating, LLC - 430 Permian Basin",W-ONSH
1014420,Blue Dome Operating Arkla,W-ONSH
1012893,BlueCrest Alaska - 820 Cook Inlet Basin,W-ONSH
1009837,"Bluefin Resources LLC 220 Gulf Coast Basin (LA, TX)",W-ONSH
1010505,Bowline Energy LLC,W-ONSH
1010765,BreitBurn Florida LLC,W-ONSH
1012940,Bruin E&P Operating LLC - Williston Basin Operations,W-ONSH
1008692,Buffalo Creek 360 Anadarko,W-ONSH
1014849,"Burk Royalty Co., Ltd - Basin 430",W-ONSH
1010784,"Burnett Oil Co., Inc. 430 Permian Basin",W-ONSH
1014664,CALYX ENERGY III - 345 ARKOMA BASIN,W-ONSH
1011269,CCI Gulf Coast Upstream LLC,W-ONSH
1014718,CHISHOLM OIL & GAS OPERATING,W-ONSH
1013931,"CML Exploration, LLC",W-ONSH
1011081,"CMO, Inc.",W-ONSH
1008784,CNX Gas Company LLC -160 Appalachian Basin,W-ONSH
1008783,CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,W-ONSH
1009707,COG Operating LLC  430 Permian Basin,W-ONSH
1008702,COTERRA ENERGY - 360 - ANADARKO BASIN,W-ONSH
1008700,COTERRA ENERGY - 430 - PERMIAN BASIN,W-ONSH
1014439,CPRP Services LLC - 350 - South Oklahoma Folded Belt,W-ONSH
1014438,CPRP Services LLC - 355 - Chautauqua Platform,W-ONSH
1014640,CPX Energy,W-ONSH
1009571,CR 345 Arkoma,W-ONSH
1011191,CRI 350 SOK Folded Belt,W-ONSH
1008469,CRI 355 Chautauqua,W-ONSH
1008472,CRI 360 Anadarko,W-ONSH
1008471,CRI 395 Williston,W-ONSH
1014380,CRI 430 Permian,W-ONSH
1008857,CRI 515 Powder River,W-ONSH
1011304,CS1,W-GB
1008579,Cabot OIl & Gas Corporation 260 East Texas Basin,W-ONSH
1013101,Cabot Oil & Gas Corporation 160 Appalachian Basin,W-ONSH
1002157,Caelus Natural Resources Alaska 890 - Arctic Slope Basin,W-ONSH
1009258,Caerus Oil and Gas Green River Basin (535) Operations,W-ONSH
1008296,Caerus Piceance LLC,W-ONSH
1011804,CalNRG- Lynch Canyon Field,W-ONSH
1008406,"California Resources Elk Hills, LLC - San Joaquin Valley Production Basin",W-ONSH
1008405,California Resources Production Corporation  Sacramento Valley Basin 730,W-ONSH
1008402,California Resources Production Corporation  San Joaquin Valley Basin 745,W-ONSH
1013155,Callon (Permian) LLC - Basin 430,W-ONSH
1012129,Callon Permian Basin Operations,W-ONSH
1014357,Calyx Energy III  355 Chautauqua Platform,W-ONSH
1009898,"Cambrian Management, Ltd 430 Permian Basin",W-ONSH
1014727,Capitan Energy 430,W-ONSH
1014873,CapturePoint LLC - 355 Chautauqua Platform,W-ONSH
1014872,CapturePoint LLC - 430 Permian Basin,W-ONSH
1014865,"Castlerock EF Operating, LLC",W-ONSH
1010738,"Cat Canyon Resources, LLC 750 Santa Maria Basin",W-ONSH
1014415,"Caza Petroleum, LLC - Permian OSP",W-ONSH
1009778,"Celero Energy II, LP 430 Permian Basin","UU,W-ONSH"
1008264,Central Western Overthrust - AAPG Province 507,W-ONSH
1008716,Chautauqua Facility,W-ONSH
1010059,Chautauqua platform N&G 355,W-ONSH
1008521,"Chesapeake Appalachia LLC, 160 - Appalachian Basin",W-ONSH
1008523,"Chesapeake Appalachia LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",W-ONSH
1008524,"Chesapeake Exploration LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",W-ONSH
1009313,"Chesapeake Operating Inc., 430 - Permian Basin",W-ONSH
1008527,"Chesapeake Operating LLC, 230 - Arkla Basin",W-ONSH
1008528,"Chesapeake Operating LLC, 260 - East Texas Basin",W-ONSH
1009310,"Chesapeake Operating LLC, 345 - Arkoma Basin",W-ONSH
1008529,"Chesapeake Operating LLC, 350 - South Oklahoma Folded Belt",W-ONSH
1008538,"Chesapeake Operating LLC, 515 - Powder River Basin",W-ONSH
1008961,Chevron MCA 220 Gulf Coast Basin,W-ONSH
1009239,Chevron MCA 260 East Texas Basin,W-ONSH
1008102,Chevron MCA 350 South Oklahoma Folded Belt,W-ONSH
1008956,Chevron MCA 360 Anadarko Basin,W-ONSH
1009240,Chevron MCA 430 Permian Basin,W-ONSH
1009051,Chevron MCA 507 Central Western Overthrust,W-ONSH
1009053,Chevron MCA 530 Wind River Basin,W-ONSH
1009052,Chevron MCA 535 Green River Basin,W-ONSH
1009241,Chevron MCA 595 Piceance Basin,W-ONSH
1014890,Cheyenne350 SOKFB,W-ONSH
1009485,Chief Oil & Gas LLC (160A),W-ONSH
1013241,Chisholm Energy 430 Permian Basin,W-ONSH
1008751,"Chroma Operating, Inc.",W-ONSH
1008541,Cimarex Energy Co. 220 Gulf Coast,W-ONSH
1008544,Cimarex Energy Co. 430 Permian,W-ONSH
1008697,Cimarex Energy Co. of Colorado 350 South Oklahoma,W-ONSH
1008698,Cimarex Energy Co. of Colorado 360 Anadarko,W-ONSH
1008569,Citation Oil & Gas Corp. 350 South Oklahoma Folded Belt Province,W-ONSH
1008639,Citation Oil & Gas Corp. 430 Permian Basin,W-ONSH
1013614,"Citizen Energy III, LLC",W-ONSH
1013547,"Civitas North, LLC",W-ONSH
1009497,Classic Operating Company LLC,W-ONSH
1002362,"Clayton Williams Energy, Inc. - 220 Gulf Coast Basin",W-ONSH
1006886,"Clayton Williams Energy, Inc. - 430 Permian Basin",W-ONSH
1013682,Clear Creek Resource Partners,W-ONSH
1009435,"Coleman Oil & Gas, Inc. 022 San Juan Basin Province",W-ONSH
1014384,Colgate Energy,W-ONSH
1013414,"Columbus Energy 220 Gulf Coast Basin (LA,TX)",W-ONSH
1011194,"Compass Production Partners, LP - Arkla Basin #230",W-ONSH
1011193,"Compass Production Partners, LP - East Texas Basin #260",W-ONSH
1008959,"Compass Production Partners, LP - Permian Basin #430",W-ONSH
1009907,"Comstock Oil & Gas, LLC",W-ONSH
1009890,"Comstock Oil & Gas-LA, LLC",W-ONSH
1009906,"Comstock Resources, Inc. - Basin 220",W-ONSH
1010548,"Comstock Resources, Inc. - Basin 430",W-ONSH
1013226,Confluence DJ LLC 540 Denver Basin,W-ONSH
1008111,ConocoPhillips Alaska Inc - KRU-ALP Fields,W-ONSH
1007475,ConocoPhillips Anadarko (360),W-ONSH
1007487,"ConocoPhillips East Texas Basin, AAPG 260",W-ONSH
1007485,"ConocoPhillips Gulf Coast Basin 220, Production",W-ONSH
1007479,ConocoPhillips Permian (430),W-ONSH
1007481,ConocoPhillips' Uinta (575),W-ONSH
1007482,ConocoPhillips' Williston (395),W-ONSH
1013580,Contango Basin 360,W-ONSH
1014412,Contango Basin 430,W-ONSH
1014413,Contango Basin 530,W-ONSH
1007483,Contango Resources' Wind River (530),W-ONSH
1011231,Cook Inlet Energy Onshore Production,W-ONSH
1008017,Cordillera Energy Partners Anadarko Basin Operations,W-ONSH
1012972,"Core Appalachia Operating, LLC- Basin 160",W-ONSH
1008503,Coterra Energy 160A Appalachian (EOA),W-ONSH
1012774,Covey Park Gas,W-ONSH
1011936,Covey Park Operating,W-ONSH
1012782,Covey Park Resources,W-ONSH
1008378,"Crawley Petroleum Corporation, 360 Anadarko Basin",W-ONSH
1013896,Crescent Pass 260 East Texas Basin,W-ONSH
1010521,Crescent Point Energy Corporation Williston Basin (395) Operations,W-ONSH
1008206,Crestone Peak - Denver Basin,W-ONSH
1011387,Crestone Peak - Denver Basin (Watkins),W-ONSH
1014431,"Crimson Energy Partners IV, LLC",W-ONSH
1011099,"Cross Timbers Energy, LLC - Permian Basin 430",W-ONSH
1011100,"Cross Timbers Energy, LLC - San Juan Basin 580",W-ONSH
1014339,Crowheart Energy Green River (535) Basin,W-ONSH
1010186,Crown Energy Partners 535 Green River,W-ONSH
1014504,CrownQuest Operating - Basin 430,W-ONSH
1014909,"DE IV Operating, LLC",W-ONSH
1013303,DE3 Operating LLC - Permian Basin (430) Operations,W-ONSH
1013035,DGOC 160 Production,W-ONSH
1012936,DGOC 160A Production,W-ONSH
1014241,DGOC 230 Production,W-ONSH
1014240,DGOC 260 East Texas Production,W-ONSH
1014326,DGOC 360 Anadarko Production,W-ONSH
1014327,DGOC 400 Ouchita Production,W-ONSH
1014225,DGOC 415 Strawn Production,W-ONSH
1014239,DGOC 420 Ft Worth Sync Production,W-ONSH
1008349,DJ Resources Inc - DJ Basin (AAPG Basin Number 540),W-ONSH
1008052,DJR Operating - San Juan Basin Oil and Gas Production,W-ONSH
1009717,DTE Gas Resources 420 Fort Worth Syncline,W-ONSH
1010164,Daylight Petroleum LLC (Pintail Acquisition),W-ONSH
1008942,Denbury Onshore LLC 210 Mid-Gulf Coast,W-ONSH
1008123,Denbury Onshore LLC 220 Gulf Coast,W-ONSH
1008943,Denbury Onshore LLC 230 Arkla,W-ONSH
1008617,Denbury Onshore LLC 395 Williston,W-ONSH
1011244,Denbury Onshore LLC 515 Powder River,W-ONSH
1008202,Denver Basin - AAPG Province 540,W-ONSH
1009434,Diamondback E&P LLC,W-ONSH
1010294,Discovery Natural Resources LLC - 430 Permian Basin,W-ONSH
1008170,Dominion Energy Wexpro - Central Western Overthrust (Prod),W-ONSH
1008590,Dominion Energy Wexpro - Green River Basin (Prod),W-ONSH
1008540,Dugan Production Corp- San Juan Basin,W-ONSH
1008598,"Duncan Oil Properties, Inc. 360 Anadarko Basin",W-ONSH
1010932,E&B Natural Resources,W-ONSH
1014693,"EAV Operator, LLC",W-ONSH
1014625,"EOG Resources, Inc. 160 Appalachian Basin",W-ONSH
1008350,"EOG Resources, Inc. 160A Appalachian basin (Eastern Overthrust area)",W-ONSH
1008394,"EOG Resources, Inc. 230 Arkla basin",W-ONSH
1008128,"EOG Resources, Inc. 260 East Texas basin",W-ONSH
1008976,"EOG Resources, Inc. 350 South Oklahoma folded belt",W-ONSH
1013078,"EOG Resources, Inc. 355 Chautauqua Platform",W-ONSH
1008352,"EOG Resources, Inc. 360 Anadarko basin",W-ONSH
1008980,"EOG Resources, Inc. 395 Williston basin",W-ONSH
1009246,"EOG Resources, Inc. 400 Ouachita folded belt",W-ONSH
1008114,"EOG Resources, Inc. 415 Strawn basin",W-ONSH
1008977,"EOG Resources, Inc. 420 Fort Worth syncline",W-ONSH
1008978,"EOG Resources, Inc. 425 Bend arch",W-ONSH
1008351,"EOG Resources, Inc. 430 Permian basin",W-ONSH
1008395,"EOG Resources, Inc. 507 Central Western Overthrust",W-ONSH
1008396,"EOG Resources, Inc. 515 Powder River basin",W-ONSH
1008353,"EOG Resources, Inc. 535 Green River basin",W-ONSH
1008979,"EOG Resources, Inc. 540 Denver basin",W-ONSH
1008354,"EOG Resources, Inc. 575 Uinta basin",W-ONSH
1014545,"EOG Resources, Inc. 580 San Juan basin",W-ONSH
1008219,"EOG Resources, Inc.220 Gulf Coast basin",W-ONSH
1008092,EP Energy E&P 220 Gulf Coast Basin,W-ONSH
1008155,EP Energy E&P 230 Arkla basin,W-ONSH
1007777,EP Energy E&P 430 Permian Basin,W-ONSH
1009098,EQT CHAP LLC - Basin 160A - Appalachian Eastern Overthrust,W-ONSH
1009308,EQT Production - Basin 160 - Appalachian,W-ONSH
1010233,EQT Production - Basin 160A - Appalachian Eastern Overthrust,W-ONSH
1013916,ETX Basin 220 Production,W-ONSH
1013925,ETX Basin 260 Production,W-ONSH
1008673,"EXCO Resources (PA), LLC - Basin 160A",W-ONSH
1008957,"EXCO Resources, Inc. - Arkla Basin #230",W-ONSH
1008958,"EXCO Resources, Inc. - East Texas Basin #260",W-ONSH
1010945,"EXCO Resources, Inc. - Gulf Coast Basin #220",W-ONSH
1008675,Eagle Ford 220 Gulf Coast Basin,W-ONSH
1011765,"EagleRidge Operating, LLC. Fort Worth Syncline Basin",W-ONSH
1011763,"EagleRidge Operating, LLC. Strawn Basin",W-ONSH
1013483,Earthstone Energy 430 Permian,W-ONSH
1011773,"Earthstone Operating, LLC - Basin 220",W-ONSH
1010150,East Texas Basin,W-ONSH
1008934,East Texas Basin - AAPG Province 260,W-ONSH
1008713,East Texas Facility,W-ONSH
1013135,"Eclipse Resources 1, LP - 160A Basin Production",W-ONSH
1013413,"Eclipse Resources I, LP",W-ONSH
1014321,Elevation Resources LLC,W-ONSH
1009956,"Elk Operating Services, LLC 585 Paradox Basin","UU,W-ONSH"
1008686,EnDevCo 360 Anadarko,W-ONSH
1006420,Encana Oil & Gas - Arkla Basin,W-ONSH
1008266,Encana Oil & Gas - East Texas Basin,W-ONSH
1006404,Encana Oil & Gas - Fort Worth Syncline,W-ONSH
1008209,Encana Oil & Gas - Green River Basin,W-ONSH
1008089,Encana Oil & Gas - Mid-Gulf Coast Basin,W-ONSH
1008207,Encana Oil & Gas - Piceance Basin,W-ONSH
1008216,Encana Oil & Gas - San Juan Basin,W-ONSH
1008212,Encana Oil & Gas - Strawn Basin,W-ONSH
1013283,Encino Energy (EAP Ohio LLC),W-ONSH
1011839,"Encino Operating, L.L.C. - Anadarko Basin",W-ONSH
1011727,Endeavor Energy Resources LP 220 Gulf Coast Basin,W-ONSH
1011659,Endeavor Energy Resources LP 430 Permian Basin,W-ONSH
1008408,Energen Resources 580 San Juan Basin,W-ONSH
1008836,Energen Resources Corporation 430 Permian Basin,"UU,W-ONSH"
1013381,Enerplus Resources (USA) Corporation - Denver Basin,W-ONSH
1009595,Enerplus Resources (USA) Corporation - Williston Basin,W-ONSH
1009967,"Enervest Operating, L.L.C. 160 Appalachian Basin",W-ONSH
1009932,"Enervest Operating, L.L.C. 160A Appalachian Basin (Eastern Overthrust area)",W-ONSH
1009657,"Enervest Operating, L.L.C. 220 Gulf Coast Basin",W-ONSH
1009659,"Enervest Operating, L.L.C. 260 East Texas Basin",W-ONSH
1009968,"Enervest Operating, L.L.C. 305 Michigan Basin",W-ONSH
1009660,"Enervest Operating, L.L.C. 345 Arkoma Basin",W-ONSH
1009663,"Enervest Operating, L.L.C. 360 Anadarko Basin",W-ONSH
1009665,"Enervest Operating, L.L.C. 400 Ouachita Folded Belt",W-ONSH
1009666,"Enervest Operating, L.L.C. 415 Strawn Basin",W-ONSH
1009689,"Enervest Operating, L.L.C. 420 Fort Worth Syncline",W-ONSH
1009694,"Enervest Operating, L.L.C. 580 San Juan Basin",W-ONSH
1008534,Eni US Operating Co. Inc. - Nikaitchuq & Oooguruk Development,W-ONSH
1013691,Ensight IV Energy Management,W-ONSH
1008604,Ensign Gulf Coast Basin-Production,W-ONSH
1008475,EnverVest Operating L.L.C.- 430 HighMount Permian,W-ONSH
1010176,Equal Energy-355-Chautaqua Platform,W-ONSH
1010337,Equal Energy-360-Anadarko Basin,W-ONSH
1011688,Equinor USA Onshore Properties - APB Basin 160A,W-ONSH
1008431,"Ergon Exploration, 220 East Texas, Brookland Fields",W-ONSH
1013595,Escondido Gulf Coast #220 OP,W-ONSH
1008608,"Evergreen Natural Resources, LLC. Las Vegas-Raton",W-ONSH
1014356,Extex Operating Company - Basin 430,W-ONSH
1011761,"Extraction Oil & Gas, Inc.",W-ONSH
1012556,FDL Energy LLC,W-ONSH
1011655,"FDL Operating, LLC (Mississippi)",W-ONSH
1012666,"FDL Operating, LLC 430 Permian Basin",W-ONSH
1014358,FEO North Park (545) Basin Operations,W-ONSH
1009714,FEPC 220 Gulf Coast Basin,W-ONSH
1009587,FEPC 395 Williston Basin,W-ONSH
1009586,FEPC 520 Big Horn Basin,W-ONSH
1012825,Fairway Resources,W-ONSH
1010220,"Famcor Oil, Inc.",W-ONSH
1009653,"Fasken Oil and Ranch, Ltd. 220 Gulf Coast Basin",W-ONSH
1009718,"Fasken Oil and Ranch, Ltd. 430 Permian Basin",W-ONSH
1014829,"Faulconer Energy, LLC - Basin 260",W-ONSH
1011657,Felix - Basin 360,W-ONSH
1013342,Felix Energy Holdings II LLC,W-ONSH
1009357,Finley Resources Inc - Uintah Basin (575),W-ONSH
1014407,Firebird 430 Permian Basin,W-ONSH
1010205,Flywheel Energy Production - Arkoma,W-ONSH
1010256,Forest Oil Corporation 220 Gulf Coast Basin,W-ONSH
1010138,Forest Oil Corporation 260 East Texas Basin,W-ONSH
1014349,Forge Energy II,W-ONSH
1014226,Formentera Anadarko Production,W-ONSH
1014690,Formentera Operations - Gulf Coast Basin OSP,W-ONSH
1014920,Formentera Operations - Permian Basin,W-ONSH
1011250,Formentera Operations LLC,W-ONSH
1008753,Foundation Energy Management 345 Arkoma Basin,W-ONSH
1011091,Foundation Energy Management 360 Anadarko Basin,W-ONSH
1014388,Foundation Energy Management 395 Williston Basin,W-ONSH
1008755,Foundation Energy Management 540 DJ Basin,W-ONSH
1008323,Foundation Energy Management 595 Piceance Basin,W-ONSH
1011508,Foundation Energy Management- 450 Las Animas arch Basin,W-ONSH
1014875,FourPoint Energy Permian Basin (430) Operations,W-ONSH
1014544,Franklin Mountain Energy 3,W-ONSH
1014233,Franklin Mountain Energy/430 Permian Basin,W-ONSH
1009185,"Fundare Resources Operating Company, LLC",W-ONSH
1014665,"GEP HAYNESVILLE II, LLC - 230 - ARKLA BASIN",W-ONSH
1008518,GTK 345 Arkoma,W-ONSH
1010222,GULF COAST BASIN,W-ONSH
1008109,Gasco Energy Uintah Basin Operations,W-ONSH
1010667,"GeoResources, Inc. 220 Gulf Coast Basin",W-ONSH
1009848,GeoSouthern Energy Corporation,W-ONSH
1009400,"Goodrich Petroleum Co., 260, East Texas Basin",W-ONSH
1011689,"Goodrich Petroleum Company, Basin 210 (Mid-Gulf Coast Basin)",W-ONSH
1010684,"Goodrich Petroleum, Basin 220 (Gulf Coast Basin)",W-ONSH
1009625,"Grayson Mill Operating, LLC",W-ONSH
1008794,Great Western Oil & Gas Company - D-J Basin,W-ONSH
1008954,Green River Basin - 535,W-ONSH
1008204,Green River Basin - AAPG Province 535,W-ONSH
1014887,Greenlake Energy Operating - Permian Production,W-ONSH
1014661,Greylock 575 Uinta Basin Production,W-ONSH
1006564,Greylock Energy,W-ONSH
1014344,"Grit Oil & Gas Management, LLC - Basin 220",W-ONSH
1008200,Grizzly Anadarko Basin,W-ONSH
1008199,Grizzly Arkoma Basin,W-ONSH
1011519,Grizzly Basin 430 (Permian),W-ONSH
1011535,Grizzly Piceance Basin (595),W-ONSH
1008949,Gulf Coast Basin - 220,W-ONSH
1008936,Gulf Coast Basin - AAPG Province 220,W-ONSH
1008714,Gulf Coast Facility,W-ONSH
1011847,GulfTex Gulf Coast Basin #220,W-ONSH
1011706,Gulfport Energy Appalachian Basin 160-A Eastern Overthrust Region,W-ONSH
1011239,Gulfport Energy Corp,W-ONSH
1013306,"HG Energy II Appalachia, LLC.",W-ONSH
1013706,"HRM Resources III, LLC",W-ONSH
1009538,HYPERION SCOTT FIELD,W-ONSH
1011353,Halcon Resources Corporation 210 Mid-Gulf Coast Basin,W-ONSH
1010367,Halcon Resources Corporation 220 Gulf Coast Basin,W-ONSH
1010376,Halcon Resources Corporation 260 East Texas Basin,W-ONSH
1010370,Halcon Resources Corporation 345 Arkoma Basin,W-ONSH
1010366,Halcon Resources Corporation 395 Williston Basin,W-ONSH
1010369,Halcon Resources Corporation 435 Palo Duro Basin,W-ONSH
1008418,Helis Oil & Gas Company Williston Basin (395) Operations,W-ONSH
1013304,Helis Oil & Gas LLC - Denver Basin (540) Operations,W-ONSH
1008998,Henry Resources LLC,W-ONSH
1011181,Hess Corporation - 160A - Utica Basin,W-ONSH
1010473,Hess Corporation - 220 - Gulf Coast Basin,W-ONSH
1008490,Hess Corporation - 395 - Williston Basin,W-ONSH
1008634,Hess Corporation - 430 - Permian Basin,W-ONSH
1013993,Hibernia Resources III LLC,W-ONSH
1011498,Hibernia Resources IV Basin 430,W-ONSH
1013847,High River Resources -Knox City,W-ONSH
1013861,"High River Resources, LLC - San Juan Basin (580) Onshore Production",W-ONSH
1009354,HighPoint Operating Corporation - Denver Basin (540),W-ONSH
1014470,Highpeak Energy Holdings LLC,W-ONSH
1009332,"Hilcorp Alaska, LLC 820 Kenai",W-ONSH
1011782,"Hilcorp Alaska, LLC 890 Arctic Slope Basin",W-ONSH
1011995,Hilcorp Appalachian Basin (Eastern Overthrust Area),W-ONSH
1013111,Hilcorp Energy Company - Central Overthrust Basin (507),W-ONSH
1012706,Hilcorp Energy Company - Green River Basin (535),W-ONSH
1012612,Hilcorp Energy Company - Wind River Basin (530),W-ONSH
1008172,"Hilcorp North Slope, 890 - Arctic Slope Basin",W-ONSH
1013026,Hinkle Oil & Gas Inc.,W-ONSH
1011673,Holmes Western Oil Corporation,W-ONSH
1012030,Houston Counties Oil and Gas Production Facilities,W-ONSH
1011700,"Huntington Energy, L.L.C - 345 Arkoma Basin",W-ONSH
1011699,"Huntington Energy, L.L.C - 355 Chautauqua Platform",W-ONSH
1011724,"Huntington Energy, L.L.C - 360 Andarko Basin",W-ONSH
1014877,INEOS - Giddings,W-ONSH
1014855,INEOS Gulf Coast - Facilities,W-ONSH
1014684,"INR Ohio, LLC",W-ONSH
1014898,"INR Ohio, LLC 160 (Wolf Run)",W-ONSH
1009126,Impact E&P Powder River Basin Operations,W-ONSH
1012661,Incremental Oil & Gas (Silvertip) LLC,W-ONSH
1013112,Indigo Haynesville LLC,W-ONSH
1007599,"Indigo Minerals, LLC",W-ONSH
1011848,Indigo Resources LLC,W-ONSH
1011976,Indigo Resources LLC 260 East Texas Basin,W-ONSH
1013671,"Inpex 220 Gulf Coast Basin (LA, TX)",W-ONSH
1009878,Iron Pennsylvania Land LLC,W-ONSH
1007037,"J. Cleo Thompson & James Cleo Thompson, Jr. L.P. 430 Permian Basin",W-ONSH
1013104,"JKLM Energy, LLC",W-ONSH
1008411,JMA Energy 360,W-ONSH
1012542,Jagged Peak Permian Basin (430) Operations,W-ONSH
1013262,Javelin Energy Partners Management Fort Worth Syncline,W-ONSH
1008439,Javelin Energy Partners Management Gulf Coast Basin,W-ONSH
1013261,Javelin Energy Partners Management Strawn Basin,W-ONSH
1009350,Javelin Energy Partners Managment Uinta Basin,W-ONSH
1012734,Jay-Bee Oil & Gas Wellsites,W-ONSH
1014885,"Jetta Operating Company, Inc.",W-ONSH
1011450,Jonah Energy LLC_AAPG 535_Green River Basin,W-ONSH
1009545,Jones Energy 345 Arkoma Basin,W-ONSH
1008066,"Jordan Development Company, LLC",W-ONSH
1014404,KODA RESOURCES,W-ONSH
1009135,Kaiser-Francis Oil Company 360 Anadarko Basin,W-ONSH
1008122,Kaiser-Francis Oil Company 430 Permian Basin,W-ONSH
1003754,Kash Oil & Gas - Basin 220,W-ONSH
1008703,Key Production Co. 360 Anadarko,W-ONSH
1008248,Kinder Morgan Production 430 Permian Basin,W-ONSH
1008691,Kirkpatrick 430 Permian,W-ONSH
1009742,Kodiak Oil & Gas Corp.,W-ONSH
1013291,"Kraken Oil and Gas II, LLC",W-ONSH
1013324,"Kraken Oil and Gas III, LLC",W-ONSH
1013301,"Kraken Oil and Gas, LLC",W-ONSH
1014371,"Kraken Operating, LLC",W-ONSH
1008299,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",W-ONSH
1009785,LARAMIE ENERGY LLC - Piceance Basin (585),W-ONSH
1014411,"LLOX, L.L.C. - Gulf Coast Basin (220) - Onshore Production",W-ONSH
1012724,"LOGOS OPERATING, LLC",W-ONSH
1013089,LOLA Energy PetroCo,W-ONSH
1009683,"Laredo Energy 220 Gulf Basin (LA, TX)",W-ONSH
1009055,Laredo Petroleum Basin 360,W-ONSH
1010395,Le Norman Operating - 360 - Anadarko Basin,W-ONSH
1011975,Legacy Reserves Basin 260 Production,W-ONSH
1009588,Lewis Energy Group,W-ONSH
1012021,Liberty Resources Managment LLC 395 Williston Basin,W-ONSH
1008501,Lime Rock Resources 360 Anadarko Basin,W-ONSH
1007476,Lime Rock Resources Fort Worth Syncline (420),W-ONSH
1011873,"Lime Rock Resources III-A, Williston Basin",W-ONSH
1013377,Lime Rock Resources Pecos Valley,W-ONSH
1011185,Lime Rock Resources V-A Williston Basin 395,W-ONSH
1011666,Lindsay Field Office,W-ONSH
1011418,Linn Energy - Placerita,W-ONSH
1011419,Linn Energy 745 San Joaquin Basin Production Segment,W-ONSH
1014426,"Loan Asset Issuer LLC, Series 2021 NG-1",W-ONSH
1012873,"Lonestar Resources 220 Gulf Coast Basin (LA, TX)",W-ONSH
1008409,Los Angeles Basin 760 THUMS Long Beach Company,W-ONSH
1009762,Luff Exploration Company - 395 - Williston Basin,W-ONSH
1013742,Luxe 430 Permian Basin,W-ONSH
1009328,MERIT ENERGY CO LLC 350 SOUTH OKLAHOMA FOLDED BELT,W-ONSH
1009274,MERIT ENERGY CO LLC 360 ANADARKO BASIN,W-ONSH
1009327,MERIT ENERGY CO LLC 420 FORT WORTH SYNCLINE,W-ONSH
1009273,MERIT ENERGY CO LLC 430 PERMIAN BASIN,W-ONSH
1008138,MERIT ENERGY CO LLC 540 DENVER BASIN,W-ONSH
1013285,MFEU-Uinta Basin Production,W-ONSH
1008474,"MMGK Arkoma, LLC - ARKOMA Basin",W-ONSH
1012437,"MMGL TXPH, LLC - 360 - Anadarko Basin",W-ONSH
1013325,Magnolia O&G Corp 220 Gulf Coast Basin,W-ONSH
1014085,Magnolia Oil and Gas - Gulf Coast OSP,W-ONSH
1013918,Mallard Exploration LLC,W-ONSH
1010045,"Manti Exploration Operating, LLC",W-ONSH
1014512,Maple Energy Basin 430 Production,W-ONSH
1008625,"Marathon Alaska Production, LLC - Cook Inlet Basin (AAPG Basin Number 820)",W-ONSH
1009353,Marathon Oil Anadarko Basin (AAPG 360),W-ONSH
1008071,Marathon Oil Cody - Big Horn Basin (AAPG Basin Number 520),W-ONSH
1008072,Marathon Oil Cody - Green River Basin (AAPG Basin Number 535),W-ONSH
